sport_level,location_type,licensee,tier_1_wagers,tier_1_handle,tier_2_wagers,tier_2_handle,month,numerical_month,year,total_wager,total_handle
College,In-Person Wagering,Elgin Riverboat Resort,1617,321449.15,3713,141677.18,September,9,2023,5330,463126.33
College,In-Person Wagering,"Fairmount Park, Inc.",1473,233890.5,164,41427.25,September,9,2023,1637,275317.75
College,In-Person Wagering,FHR-Illinois  LLC,78,28807.61,10,1123,September,9,2023,88,29930.61
College,In-Person Wagering,"Hawthorne Race Course, Inc.",4516,360288.35,0,0,September,9,2023,4516,360288.35
College,In-Person Wagering,"HC Aurora, LLC",1994,433398.13,1461,972563.65,September,9,2023,3455,1405961.78
College,In-Person Wagering,"HC Joliet, LLC",3001,355612.41,779,83354.11,September,9,2023,3780,438966.52
College,In-Person Wagering,"Midwest Gaming & Entertainment, LLC",8891,2014525.27,2668,705425.87,September,9,2023,11559,2719951.14
College,In-Person Wagering,Par-A-Dice Gaming Corporation,833,204596.25,49,19988.5,September,9,2023,882,224584.75
College,In-Person Wagering,Southern Illinois Riverboat/Casino Cruises LLC,250,37476.1,416,13219.17,September,9,2023,666,50695.27
College,Online Wagering,"Alton Casino, LLC",0,0,0,0,September,9,2023,0,0
College,Online Wagering,"Casino Queen, Inc.",268270,14316142.64,1363053,52230558.92,September,9,2023,1631323,66546701.56
College,Online Wagering,Elgin Riverboat Resort,61904,13939362.05,45618,4070220.55,September,9,2023,107522,18009582.6
College,Online Wagering,"Fairmount Park, Inc.",464767,22323792.91,197364,19919695.53,September,9,2023,662131,42243488.44
College,Online Wagering,FHR-Illinois  LLC,345,79076.93,139,59128,September,9,2023,484,138204.93
College,Online Wagering,"Hawthorne Race Course, Inc.",70084,4503100.39,23532,3578327.71,September,9,2023,93616,8081428.1
College,Online Wagering,"HC Aurora, LLC",57263,4519562.94,46929,6613104.5,September,9,2023,104192,11132667.44
College,Online Wagering,"HC Joliet, LLC",0,0,0,0,September,9,2023,0,0
College,Online Wagering,"Midwest Gaming & Entertainment, LLC",141623,8512647.93,66245,7617459.98,September,9,2023,207868,16130107.91
College,Online Wagering,Par-A-Dice Gaming Corporation,86669,6146828.47,22983,1518038.47,September,9,2023,109652,7664866.94
College,Online Wagering,Southern Illinois Riverboat/Casino Cruises LLC,0,0,0,0,September,9,2023,0,0
College,Total,"Alton Casino, LLC",6339,568756.04,2598,314320.11,September,9,2023,8937,883076.15
College,Total,"Casino Queen, Inc.",272352,14951357.19,1364583,52496485.57,September,9,2023,1636935,67447842.76
College,Total,Elgin Riverboat Resort,63521,14260811.2,49331,4211897.73,September,9,2023,112852,18472708.93
College,Total,"Fairmount Park, Inc.",466240,22557683.41,197528,19961122.78,September,9,2023,663768,42518806.19
College,Total,FHR-Illinois  LLC,423,107884.54,149,60251,September,9,2023,572,168135.54
College,Total,"Hawthorne Race Course, Inc.",74600,4863388.74,23532,3578327.71,September,9,2023,98132,8441716.45
College,Total,"HC Aurora, LLC",59257,4952961.07,48390,7585668.15,September,9,2023,107647,12538629.22
College,Total,"HC Joliet, LLC",3001,355612.41,779,83354.11,September,9,2023,3780,438966.52
College,Total,"Midwest Gaming & Entertainment, LLC",150514,10527173.2,68913,8322885.85,September,9,2023,219427,18850059.05
College,Total,Par-A-Dice Gaming Corporation,87502,6351424.72,23032,1538026.97,September,9,2023,110534,7889451.69
College,Total,Southern Illinois Riverboat/Casino Cruises LLC,250,37476.1,416,13219.17,September,9,2023,666,50695.27
Motor Race,In-Person Wagering,"Alton Casino, LLC",238,6370,21,6595,September,9,2023,259,12965
Motor Race,In-Person Wagering,"Casino Queen, Inc.",313,7829.14,78,1837.81,September,9,2023,391,9666.95
Motor Race,In-Person Wagering,Elgin Riverboat Resort,24,132,5,25,September,9,2023,29,157
Motor Race,In-Person Wagering,"Fairmount Park, Inc.",98,2411.5,0,0,September,9,2023,98,2411.5
Motor Race,In-Person Wagering,FHR-Illinois  LLC,0,0,0,0,September,9,2023,0,0
Motor Race,In-Person Wagering,"Hawthorne Race Course, Inc.",22,1864.25,0,0,September,9,2023,22,1864.25
Motor Race,In-Person Wagering,"HC Aurora, LLC",29,215,4,25,September,9,2023,33,240
Motor Race,In-Person Wagering,"HC Joliet, LLC",77,1160.7,54,859,September,9,2023,131,2019.7
Motor Race,In-Person Wagering,"Midwest Gaming & Entertainment, LLC",60,3057.73,32,1637.57,September,9,2023,92,4695.3
Motor Race,In-Person Wagering,Par-A-Dice Gaming Corporation,11,120,0,0,September,9,2023,11,120
Motor Race,In-Person Wagering,Southern Illinois Riverboat/Casino Cruises LLC,6,55,9,50,September,9,2023,15,105
Motor Race,Online Wagering,"Alton Casino, LLC",0,0,0,0,September,9,2023,0,0
Motor Race,Online Wagering,"Casino Queen, Inc.",1697,43863.07,16658,225837.72,September,9,2023,18355,269700.79
Motor Race,Online Wagering,Elgin Riverboat Resort,1625,49143.75,1583,66017.56,September,9,2023,3208,115161.31
Motor Race,Online Wagering,"Fairmount Park, Inc.",8973,117959.23,1086,18456.5,September,9,2023,10059,136415.73
Motor Race,Online Wagering,FHR-Illinois  LLC,4,299.45,10,1200,September,9,2023,14,1499.45
Motor Race,Online Wagering,"Hawthorne Race Course, Inc.",348,5132.6,29,2629.97,September,9,2023,377,7762.57
Motor Race,Online Wagering,"HC Aurora, LLC",82,2484.46,1638,30075.89,September,9,2023,1720,32560.35
Motor Race,Online Wagering,"HC Joliet, LLC",0,0,0,0,September,9,2023,0,0
Motor Race,Online Wagering,"Midwest Gaming & Entertainment, LLC",2540,37366.06,1040,17571.8,September,9,2023,3580,54937.86
Motor Race,Online Wagering,Par-A-Dice Gaming Corporation,1163,11913.56,405,6255.39,September,9,2023,1568,18168.95
Motor Race,Online Wagering,Southern Illinois Riverboat/Casino Cruises LLC,0,0,0,0,September,9,2023,0,0
Motor Race,Total,"Alton Casino, LLC",238,6370,21,6595,September,9,2023,259,12965
Motor Race,Total,"Casino Queen, Inc.",2010,51692.21,16736,227675.53,September,9,2023,18746,279367.74
Motor Race,Total,Elgin Riverboat Resort,1649,49275.75,1588,66042.56,September,9,2023,3237,115318.31
Motor Race,Total,"Fairmount Park, Inc.",9071,120370.73,1086,18456.5,September,9,2023,10157,138827.23
Motor Race,Total,FHR-Illinois  LLC,4,299.45,10,1200,September,9,2023,14,1499.45
Motor Race,Total,"Hawthorne Race Course, Inc.",370,6996.85,29,2629.97,September,9,2023,399,9626.82
Motor Race,Total,"HC Aurora, LLC",111,2699.46,1642,30100.89,September,9,2023,1753,32800.35
Motor Race,Total,"HC Joliet, LLC",77,1160.7,54,859,September,9,2023,131,2019.7
Motor Race,Total,"Midwest Gaming & Entertainment, LLC",2600,40423.79,1072,19209.37,September,9,2023,3672,59633.16
Motor Race,Total,Par-A-Dice Gaming Corporation,1174,12033.56,405,6255.39,September,9,2023,1579,18288.95
Motor Race,Total,Southern Illinois Riverboat/Casino Cruises LLC,6,55,9,50,September,9,2023,15,105
Other Event,In-Person Wagering,"Alton Casino, LLC",0,0,0,0,September,9,2023,0,0
Other Event,In-Person Wagering,"Casino Queen, Inc.",0,0,0,0,September,9,2023,0,0
Other Event,In-Person Wagering,Elgin Riverboat Resort,0,0,0,0,September,9,2023,0,0
Other Event,In-Person Wagering,"Fairmount Park, Inc.",0,0,0,0,September,9,2023,0,0
Other Event,In-Person Wagering,FHR-Illinois  LLC,0,0,0,0,September,9,2023,0,0
Other Event,In-Person Wagering,"Hawthorne Race Course, Inc.",0,0,0,0,September,9,2023,0,0
Other Event,In-Person Wagering,"HC Aurora, LLC",0,0,0,0,September,9,2023,0,0
Other Event,In-Person Wagering,"HC Joliet, LLC",0,0,0,0,September,9,2023,0,0
Other Event,In-Person Wagering,"Midwest Gaming & Entertainment, LLC",0,0,0,0,September,9,2023,0,0
Other Event,In-Person Wagering,Par-A-Dice Gaming Corporation,0,0,0,0,September,9,2023,0,0
Other Event,In-Person Wagering,Southern Illinois Riverboat/Casino Cruises LLC,0,0,0,0,September,9,2023,0,0
Other Event,Online Wagering,"Alton Casino, LLC",0,0,0,0,September,9,2023,0,0
Other Event,Online Wagering,"Casino Queen, Inc.",0,0,0,0,September,9,2023,0,0
Other Event,Online Wagering,Elgin Riverboat Resort,0,0,0,0,September,9,2023,0,0
Other Event,Online Wagering,"Fairmount Park, Inc.",0,0,0,0,September,9,2023,0,0
Other Event,Online Wagering,FHR-Illinois  LLC,0,0,0,0,September,9,2023,0,0
Other Event,Online Wagering,"Hawthorne Race Course, Inc.",0,0,0,0,September,9,2023,0,0
Other Event,Online Wagering,"HC Aurora, LLC",0,0,0,0,September,9,2023,0,0
Other Event,Online Wagering,"HC Joliet, LLC",0,0,0,0,September,9,2023,0,0
Other Event,Online Wagering,"Midwest Gaming & Entertainment, LLC",0,0,0,0,September,9,2023,0,0
Other Event,Online Wagering,Par-A-Dice Gaming Corporation,0,0,0,0,September,9,2023,0,0
Other Event,Online Wagering,Southern Illinois Riverboat/Casino Cruises LLC,0,0,0,0,September,9,2023,0,0
Other Event,Total,"Alton Casino, LLC",0,0,0,0,September,9,2023,0,0
Other Event,Total,"Casino Queen, Inc.",0,0,0,0,September,9,2023,0,0
Other Event,Total,Elgin Riverboat Resort,0,0,0,0,September,9,2023,0,0
Other Event,Total,"Fairmount Park, Inc.",0,0,0,0,September,9,2023,0,0
Other Event,Total,FHR-Illinois  LLC,0,0,0,0,September,9,2023,0,0
Other Event,Total,"Hawthorne Race Course, Inc.",0,0,0,0,September,9,2023,0,0
Other Event,Total,"HC Aurora, LLC",0,0,0,0,September,9,2023,0,0
Other Event,Total,"HC Joliet, LLC",0,0,0,0,September,9,2023,0,0
Other Event,Total,"Midwest Gaming & Entertainment, LLC",0,0,0,0,September,9,2023,0,0
Other Event,Total,Par-A-Dice Gaming Corporation,0,0,0,0,September,9,2023,0,0
Other Event,Total,Southern Illinois Riverboat/Casino Cruises LLC,0,0,0,0,September,9,2023,0,0
Professional,In-Person Wagering,"Alton Casino, LLC",17277,1270908.06,23542,877624.78,October,10,2023,40819,2148532.84
Professional,In-Person Wagering,"Casino Queen, Inc.",82313,5183780.02,33629,1761072.63,October,10,2023,115942,6944852.65
Professional,In-Person Wagering,Elgin Riverboat Resort,3837,788623.77,12235,843580.23,October,10,2023,16072,1632204
Professional,In-Person Wagering,"Fairmount Park, Inc.",17005,1049657.24,3694,193559.51,October,10,2023,20699,1243216.75
Professional,In-Person Wagering,FHR-Illinois  LLC,2231,591221.09,951,147069,October,10,2023,3182,738290.09
Professional,In-Person Wagering,"Hawthorne Race Course, Inc.",28282,2172820.95,78,5756.15,October,10,2023,28360,2178577.1
Professional,In-Person Wagering,"HC Aurora, LLC",8852,689063.51,8052,1025248.56,October,10,2023,16904,1714312.07
Professional,In-Person Wagering,"HC Joliet, LLC",8701,819641.84,7146,403031.42,October,10,2023,15847,1222673.26
Professional,In-Person Wagering,"Midwest Gaming & Entertainment, LLC",34829,5590831.98,30449,3729030.28,October,10,2023,65278,9319862.26
Professional,In-Person Wagering,Par-A-Dice Gaming Corporation,8205,688608.94,1063,126417.82,October,10,2023,9268,815026.76
Professional,In-Person Wagering,Southern Illinois Riverboat/Casino Cruises LLC,235,20001.6,616,21244,October,10,2023,851,41245.6
Professional,Online Wagering,"Alton Casino, LLC",0,0,0,0,October,10,2023,0,0
Professional,Online Wagering,"Casino Queen, Inc.",5892443,209502629.5,6280116,161965601.6,October,10,2023,12172559,371468231.1
Professional,Online Wagering,Elgin Riverboat Resort,136725,23742440.29,340468,27053447.24,October,10,2023,477193,50795887.53
Professional,Online Wagering,"Fairmount Park, Inc.",9116107,202543914.7,3672374,163705603.1,October,10,2023,12788481,366249517.8
Professional,Online Wagering,FHR-Illinois  LLC,9768,3174946.77,5316,2388384,October,10,2023,15084,5563330.77
Professional,Online Wagering,"Hawthorne Race Course, Inc.",540547,17414388.89,319945,24641253.68,October,10,2023,860492,42055642.57
Professional,Online Wagering,"HC Aurora, LLC",119090,8302385.83,253415,20047072.85,October,10,2023,372505,28349458.68
Professional,Online Wagering,"HC Joliet, LLC",0,0,0,0,October,10,2023,0,0
Professional,Online Wagering,"Midwest Gaming & Entertainment, LLC",426400,25284444.68,811194,51431996.68,October,10,2023,1237594,76716441.36
Professional,Online Wagering,Par-A-Dice Gaming Corporation,468307,21838352.68,565007,21294824.12,October,10,2023,1033314,43133176.8
Professional,Online Wagering,Southern Illinois Riverboat/Casino Cruises LLC,0,0,0,0,October,10,2023,0,0
Professional,Total,"Alton Casino, LLC",17277,1270908.06,23542,877624.78,October,10,2023,40819,2148532.84
Professional,Total,"Casino Queen, Inc.",5974756,214686409.5,6313745,163726674.2,October,10,2023,12288501,378413083.7
Professional,Total,Elgin Riverboat Resort,140562,24531064.06,352703,27897027.47,October,10,2023,493265,52428091.53
Professional,Total,"Fairmount Park, Inc.",9133112,203593571.9,3676068,163899162.6,October,10,2023,12809180,367492734.5
Professional,Total,FHR-Illinois  LLC,11999,3766167.86,6267,2535453,October,10,2023,18266,6301620.86
Professional,Total,"Hawthorne Race Course, Inc.",568829,19587209.84,320023,24647009.83,October,10,2023,888852,44234219.67
Professional,Total,"HC Aurora, LLC",127942,8991449.34,261467,21072321.41,October,10,2023,389409,30063770.75
Professional,Total,"HC Joliet, LLC",8701,819641.84,7146,403031.42,October,10,2023,15847,1222673.26
Professional,Total,"Midwest Gaming & Entertainment, LLC",461229,30875276.66,841643,55161026.96,October,10,2023,1302872,86036303.62
Professional,Total,Par-A-Dice Gaming Corporation,476512,22526961.62,566070,21421241.94,October,10,2023,1042582,43948203.56
Professional,Total,Southern Illinois Riverboat/Casino Cruises LLC,235,20001.6,616,21244,October,10,2023,851,41245.6
College,In-Person Wagering,"Alton Casino, LLC",4946,473761.76,2380,226973.77,October,10,2023,7326,700735.53
College,In-Person Wagering,"Casino Queen, Inc.",3580,854851,1088,140760.61,October,10,2023,4668,995611.61
College,In-Person Wagering,Elgin Riverboat Resort,987,157706.74,3586,123602.59,October,10,2023,4573,281309.33
College,In-Person Wagering,"Fairmount Park, Inc.",1462,212055.25,174,24917.25,October,10,2023,1636,236972.5
College,In-Person Wagering,FHR-Illinois  LLC,979,362821.36,51,10692,October,10,2023,1030,373513.36
College,In-Person Wagering,"Hawthorne Race Course, Inc.",3890,308758.05,0,0,October,10,2023,3890,308758.05
College,In-Person Wagering,"HC Aurora, LLC",1609,161282.66,947,481420.17,October,10,2023,2556,642702.83
College,In-Person Wagering,"HC Joliet, LLC",2342,318394.69,646,64311.88,October,10,2023,2988,382706.57
College,In-Person Wagering,"Midwest Gaming & Entertainment, LLC",8210,1415282.15,2973,787865.94,October,10,2023,11183,2203148.09
College,In-Person Wagering,Par-A-Dice Gaming Corporation,965,190153,69,13934.5,October,10,2023,1034,204087.5
College,In-Person Wagering,Southern Illinois Riverboat/Casino Cruises LLC,147,13678.15,382,11567,October,10,2023,529,25245.15
College,Online Wagering,"Alton Casino, LLC",0,0,0,0,October,10,2023,0,0
College,Online Wagering,"Casino Queen, Inc.",1137179,44832260,200706,9960120.97,October,10,2023,1337885,54792380.97
College,Online Wagering,Elgin Riverboat Resort,51218,11408986.95,42593,3194970.53,October,10,2023,93811,14603957.48
College,Online Wagering,"Fairmount Park, Inc.",356709,17980524.71,154852,15349461.8,October,10,2023,511561,33329986.51
College,Online Wagering,FHR-Illinois  LLC,5049,3264885.42,669,461858,October,10,2023,5718,3726743.42
College,Online Wagering,"Hawthorne Race Course, Inc.",67352,3954018.61,26164,3375211.27,October,10,2023,93516,7329229.88
College,Online Wagering,"HC Aurora, LLC",37090,3280505.13,33201,4490882.4,October,10,2023,70291,7771387.53
College,Online Wagering,"HC Joliet, LLC",0,0,0,0,October,10,2023,0,0
College,Online Wagering,"Midwest Gaming & Entertainment, LLC",118396,7063135.42,55596,6490409.98,October,10,2023,173992,13553545.4
College,Online Wagering,Par-A-Dice Gaming Corporation,64021,4949409.93,18272,1428134.6,October,10,2023,82293,6377544.53
College,Online Wagering,Southern Illinois Riverboat/Casino Cruises LLC,0,0,0,0,October,10,2023,0,0
College,Total,"Alton Casino, LLC",4946,473761.76,2380,226973.77,October,10,2023,7326,700735.53
College,Total,"Casino Queen, Inc.",1140759,45687111,201794,10100881.58,October,10,2023,1342553,55787992.58
College,Total,Elgin Riverboat Resort,52205,11566693.69,46179,3318573.12,October,10,2023,98384,14885266.81
College,Total,"Fairmount Park, Inc.",358171,18192579.96,155026,15374379.05,October,10,2023,513197,33566959.01
College,Total,FHR-Illinois  LLC,6028,3627706.78,720,472550,October,10,2023,6748,4100256.78
College,Total,"Hawthorne Race Course, Inc.",71242,4262776.66,26164,3375211.27,October,10,2023,97406,7637987.93
College,Total,"HC Aurora, LLC",38699,3441787.79,34148,4972302.57,October,10,2023,72847,8414090.36
College,Total,"HC Joliet, LLC",2342,318394.69,646,64311.88,October,10,2023,2988,382706.57
College,Total,"Midwest Gaming & Entertainment, LLC",126606,8478417.57,58569,7278275.92,October,10,2023,185175,15756693.49
College,Total,Par-A-Dice Gaming Corporation,64986,5139562.93,18341,1442069.1,October,10,2023,83327,6581632.03
College,Total,Southern Illinois Riverboat/Casino Cruises LLC,147,13678.15,382,11567,October,10,2023,529,25245.15
Motor Race,In-Person Wagering,"Alton Casino, LLC",156,5165,36,1125,October,10,2023,192,6290
Motor Race,In-Person Wagering,"Casino Queen, Inc.",75,1024.64,67,820.69,October,10,2023,142,1845.33
Motor Race,In-Person Wagering,Elgin Riverboat Resort,15,90,3,35,October,10,2023,18,125
Motor Race,In-Person Wagering,"Fairmount Park, Inc.",60,2377,0,0,October,10,2023,60,2377
Motor Race,In-Person Wagering,FHR-Illinois  LLC,0,0,0,0,October,10,2023,0,0
Motor Race,In-Person Wagering,"Hawthorne Race Course, Inc.",22,1766,0,0,October,10,2023,22,1766
Motor Race,In-Person Wagering,"HC Aurora, LLC",40,345,13,145,October,10,2023,53,490
Motor Race,In-Person Wagering,"HC Joliet, LLC",85,1587.05,30,546.04,October,10,2023,115,2133.09
Motor Race,In-Person Wagering,"Midwest Gaming & Entertainment, LLC",56,3083.68,210,1998,October,10,2023,266,5081.68
Motor Race,In-Person Wagering,Par-A-Dice Gaming Corporation,3,45,0,0,October,10,2023,3,45
Motor Race,In-Person Wagering,Southern Illinois Riverboat/Casino Cruises LLC,0,0,0,0,October,10,2023,0,0
Motor Race,Online Wagering,"Alton Casino, LLC",0,0,0,0,October,10,2023,0,0
Motor Race,Online Wagering,"Casino Queen, Inc.",1921,44658.94,15489,236410.65,October,10,2023,17410,281069.59
Motor Race,Online Wagering,Elgin Riverboat Resort,1154,26547.43,1168,66514.76,October,10,2023,2322,93062.19
Motor Race,Online Wagering,"Fairmount Park, Inc.",8118,124406.74,1046,19261.69,October,10,2023,9164,143668.43
Motor Race,Online Wagering,FHR-Illinois  LLC,103,7507.93,28,8652.55,October,10,2023,131,16160.48
Motor Race,Online Wagering,"Hawthorne Race Course, Inc.",428,4200.75,0,0,October,10,2023,428,4200.75
Motor Race,Online Wagering,"HC Aurora, LLC",65,5504.5,1351,28939.06,October,10,2023,1416,34443.56
Motor Race,Online Wagering,"HC Joliet, LLC",0,0,0,0,October,10,2023,0,0
Motor Race,Online Wagering,"Midwest Gaming & Entertainment, LLC",2480,36588.74,928,29902.09,October,10,2023,3408,66490.83
Motor Race,Online Wagering,Par-A-Dice Gaming Corporation,868,204113.2,374,27298.76,October,10,2023,1242,231411.96
Motor Race,Online Wagering,Southern Illinois Riverboat/Casino Cruises LLC,0,0,0,0,October,10,2023,0,0
